source_plot,split,instance_id,safe_reject,coverage_critical,counted_negative,redundant_positive,protected_unknown
G2N,train,335,False,True,False,False,False
G2N,train,336,False,True,False,False,False
G2N,train,337,False,True,False,False,False
G2N,train,338,False,True,False,False,False
G2N,train,339,False,True,False,False,False
G2N,train,340,False,True,False,False,False
G2N,train,341,True,False,True,False,False
G2N,train,342,True,False,True,False,False
G2N,train,343,False,True,False,False,False
G2N,train,344,False,True,False,False,False
G2N,train,345,True,False,True,False,False
G2N,train,346,True,False,True,False,False
G2N,train,347,False,True,False,False,False
G2N,train,348,False,True,False,False,False
G2N,train,349,False,True,False,False,False
G2N,train,350,True,False,True,False,False
G2N,train,351,True,False,True,False,False
G2N,train,352,True,False,True,False,False
G2N,train,353,False,True,False,False,False
G2N,train,354,True,False,True,False,False
G2N,train,355,False,False,False,False,True
G2N,train,356,True,False,True,False,False
G2N,train,357,True,False,True,False,False
G2N,train,358,True,False,True,False,False
G2N,train,359,False,True,False,False,False
G2N,train,360,False,True,False,False,False
G2N,train,361,True,False,True,False,False
G2N,train,362,False,False,False,False,True
G2N,train,363,False,True,False,False,False
G2N,train,364,True,False,True,False,False
G2N,train,365,False,True,False,False,False
G2N,train,366,False,True,False,False,False
G2N,train,367,True,False,True,False,False
G2N,train,368,False,True,False,False,False
G2N,train,369,True,False,True,False,False
G2N,train,370,False,True,False,False,False
G2N,train,371,False,True,False,False,False
G2N,train,372,True,False,True,False,False
G2N,train,373,True,False,True,False,False
G2N,train,374,False,True,False,False,False
G2N,train,375,False,True,False,False,False
G2N,train,376,False,True,False,False,False
G2N,train,377,False,True,False,False,False
G2N,train,378,False,True,False,False,False
G2N,train,379,False,False,False,False,True
G2N,train,380,False,False,False,False,True
G2N,train,381,True,False,True,False,False
G2N,train,382,False,True,False,False,False
G2N,train,383,False,True,False,False,False
G2N,train,384,True,False,True,False,False
G2N,train,385,True,False,True,False,False
G2N,train,386,True,False,True,False,False
G2N,train,387,False,True,False,False,False
G2N,train,388,False,True,False,False,False
G2N,train,389,True,False,True,False,False
G2N,train,390,True,False,True,False,False
G2N,train,391,False,True,False,False,False
G2N,train,392,False,True,False,False,False
G2N,train,393,False,True,False,False,False
G2N,train,394,True,False,True,False,False
G2N,train,395,False,True,False,False,False
G2N,train,396,True,False,True,False,False
G2N,train,397,True,False,True,False,False
G2N,train,398,True,False,True,False,False
G2N,train,399,False,True,False,False,False
G2N,train,400,False,True,False,False,False
G2N,train,401,False,False,False,False,True
G2N,train,402,True,False,True,False,False
G2N,train,403,False,True,False,False,False
G2N,train,404,True,False,True,False,False
G2N,train,405,True,False,True,False,False
G2N,train,406,False,True,False,False,False
G2N,train,407,False,True,False,False,False
G2N,train,408,False,True,False,False,False
G2N,train,409,False,True,False,False,False
G2N,train,410,True,False,True,False,False
G2N,train,411,True,False,True,False,False
G2N,train,412,True,False,True,False,False
G2N,train,413,False,True,False,False,False
G2N,train,414,False,True,False,False,False
G2N,train,415,False,True,False,False,False
G2N,train,416,True,False,True,False,False
G2N,train,417,True,False,True,False,False
G2N,train,418,True,False,True,False,False
G2N,train,419,False,True,False,False,False
G2N,train,420,True,False,True,False,False
G2N,train,421,False,True,False,False,False
G2N,train,422,True,False,True,False,False
G2N,train,423,True,False,True,False,False
G2N,train,424,True,False,True,False,False
G2N,train,425,True,False,True,False,False
G2N,train,426,False,True,False,False,False
G2N,train,427,True,False,True,False,False
G2N,train,428,False,True,False,False,False
G2N,train,429,False,True,False,False,False
G2N,train,430,False,True,False,False,False
G2N,train,431,True,False,True,False,False
G2N,train,432,True,False,True,False,False
G2N,train,433,False,True,False,False,False
G2N,train,434,False,True,False,False,False
G2N,train,435,False,True,False,False,False
G2N,train,436,True,False,True,False,False
G2N,train,437,False,True,False,False,False
G2N,train,438,True,False,True,False,False
G2N,train,439,True,False,True,False,False
G2N,train,440,True,False,True,False,False
G2N,train,441,True,False,True,False,False
G2N,train,442,False,True,False,False,False
G2N,train,443,False,True,False,False,False
G2N,train,444,True,False,True,False,False
G2N,train,445,True,False,True,False,False
G2N,train,446,False,True,False,False,False
G2N,train,447,False,True,False,False,False
G2N,train,448,False,True,False,False,False
G2N,train,449,False,False,False,False,True
G2N,train,450,True,False,True,False,False
G2N,train,451,True,False,True,False,False
G2N,train,452,False,False,False,False,True
G2N,train,453,True,False,True,False,False
G2N,train,454,True,False,True,False,False
G2N,train,455,True,False,True,False,False
G2N,train,456,True,False,True,False,False
G2N,train,457,True,False,True,False,False
G2N,train,458,False,False,False,False,True
G2N,train,459,True,False,True,False,False
G2N,train,460,False,True,False,False,False
G2N,train,461,True,False,True,False,False
G2N,train,462,False,True,False,False,False
G2N,train,463,False,False,False,False,True
G2N,train,464,False,True,False,False,False
G2N,train,465,True,False,True,False,False
G2N,train,466,True,False,True,False,False
G2N,train,467,True,False,True,False,False
G2N,train,468,False,True,False,False,False
G2N,train,469,False,True,False,False,False
G2N,train,470,False,True,False,False,False
G2N,train,471,True,False,True,False,False
G2N,train,472,True,False,True,False,False
G2N,train,473,True,False,True,False,False
G2N,train,474,False,True,False,False,False
G2N,train,475,False,True,False,False,False
G2N,train,476,True,False,True,False,False
G2N,train,477,False,False,False,False,True
G2N,train,478,False,True,False,False,False
G2N,train,479,True,False,True,False,False
G2N,train,480,True,False,True,False,False
G2N,train,481,False,True,False,False,False
G2N,train,482,True,False,True,False,False
G2N,train,483,True,False,True,False,False
G2N,train,484,False,True,False,False,False
G2N,train,485,False,True,False,False,False
G2N,train,486,False,True,False,False,False
G2N,train,487,True,False,True,False,False
G2N,train,488,False,True,False,False,False
G2N,train,489,True,False,True,False,False
G2N,train,490,True,False,True,False,False
G2N,train,491,False,True,False,False,False
G2N,train,492,False,False,False,False,True
G2N,train,493,True,False,True,False,False
G2N,train,494,False,True,False,False,False
G2N,train,495,True,False,True,False,False
G2N,train,496,False,True,False,False,False
G2N,train,497,True,False,True,False,False
G2N,train,498,False,True,False,False,False
G2N,train,499,False,True,False,False,False
G2N,train,500,False,True,False,False,False
G2N,train,501,True,False,True,False,False
G2N,train,502,True,False,True,False,False
G2N,train,503,False,True,False,False,False
G2N,train,504,False,True,False,False,False
G2N,train,505,False,True,False,False,False
G2N,train,506,True,False,True,False,False
G2N,train,507,False,False,False,False,True
G2N,train,508,False,True,False,False,False
G2N,train,509,True,False,True,False,False
G2N,train,510,False,True,False,False,False
G2N,train,511,True,False,True,False,False
G2N,train,512,True,False,True,False,False
G2N,train,513,False,True,False,False,False
G2N,train,514,True,False,True,False,False
G2N,train,515,True,False,True,False,False
G2N,train,516,False,True,False,False,False
G2N,train,517,False,True,False,False,False
G2N,train,518,False,True,False,False,False
G2N,train,519,True,False,True,False,False
G2N,train,520,False,True,False,False,False
G2N,train,521,True,False,True,False,False
G2N,train,522,True,False,True,False,False
G2N,train,523,True,False,True,False,False
G2N,train,524,False,False,False,False,True
G2N,train,525,True,False,True,False,False
G2N,train,526,True,False,True,False,False
G2N,train,527,False,True,False,False,False
G2N,train,528,True,False,True,False,False
G2N,train,529,False,False,False,False,True
G2N,train,530,False,True,False,False,False
G2N,train,531,True,False,True,False,False
G2N,train,532,False,True,False,False,False
G2N,train,533,True,False,True,False,False
G2N,train,534,False,True,False,False,False
G2N,train,535,False,True,False,False,False
G2N,train,536,False,True,False,False,False
G2N,train,537,False,True,False,False,False
G2N,train,538,True,False,True,False,False
G2N,train,539,False,True,False,False,False
G2N,train,540,True,False,True,False,False
G2N,train,541,True,False,True,False,False
G2N,train,542,True,False,True,False,False
G2N,train,543,False,True,False,False,False
G2N,train,544,False,True,False,False,False
G2N,train,545,True,False,True,False,False
G2N,train,546,False,True,False,False,False
G2N,train,547,True,False,True,False,False
G2N,train,548,False,True,False,False,False
G2N,train,549,True,False,True,False,False
G2N,train,550,True,False,True,False,False
G2N,train,551,True,False,True,False,False
G2N,train,552,False,True,False,False,False
G2N,train,553,False,True,False,False,False
G2N,train,554,False,True,False,False,False
G2N,train,555,False,True,False,False,False
G2N,train,556,False,True,False,False,False
G2N,train,557,False,True,False,False,False
G2N,train,558,True,False,True,False,False
G2N,train,559,False,True,False,False,False
G2N,train,560,False,True,False,False,False
G2N,train,561,True,False,True,False,False
G2N,train,562,True,False,True,False,False
G2N,train,563,True,False,True,False,False
G2N,train,564,True,False,True,False,False
G2N,train,565,False,True,False,False,False
G2N,train,566,True,False,True,False,False
G2N,train,567,True,False,True,False,False
G2N,train,568,True,False,True,False,False
G2N,train,569,False,True,False,False,False
G2N,train,570,True,False,True,False,False
G2N,train,571,True,False,True,False,False
G2N,train,572,True,False,True,False,False
G2N,train,573,True,False,True,False,False
G2N,train,574,False,False,False,False,True
G2N,train,575,True,False,True,False,False
G2N,train,576,False,False,False,False,True
G2N,train,577,True,False,True,False,False
G2N,train,578,False,True,False,False,False
G2N,train,579,True,False,True,False,False
G2N,train,580,True,False,True,False,False
G2N,train,581,False,True,False,False,False
G2N,train,582,True,False,True,False,False
G2N,train,583,True,False,True,False,False
G2N,train,584,False,True,False,False,False
G2N,train,585,True,False,True,False,False
G2N,train,586,False,True,False,False,False
G2N,train,587,True,False,True,False,False
G2N,train,588,False,True,False,False,False
G2N,train,589,True,False,True,False,False
G2N,train,590,True,False,True,False,False
G2N,train,591,True,False,True,False,False
G2N,train,592,False,True,False,False,False
G2N,train,593,True,False,True,False,False
G2N,train,594,True,False,True,False,False
G2N,train,595,True,False,True,False,False
G2N,train,596,True,False,True,False,False
G2N,train,597,True,False,True,False,False
G2N,train,598,False,True,False,False,False
G2N,train,599,True,False,True,False,False
G2N,train,600,False,True,False,False,False
G2N,train,601,True,False,True,False,False
G2N,train,602,True,False,True,False,False
G2N,train,603,False,True,False,False,False
G2N,train,604,True,False,True,False,False
G2N,train,605,True,False,True,False,False
G2N,train,606,True,False,True,False,False
G2N,train,607,True,False,True,False,False
G2N,train,608,False,True,False,False,False
G2N,train,609,True,False,True,False,False
G2N,train,610,True,False,True,False,False
G2N,train,611,True,False,True,False,False
G2N,train,612,True,False,True,False,False
G2N,train,613,True,False,True,False,False
G2N,train,614,True,False,True,False,False
G2N,train,615,True,False,True,False,False
G2N,train,616,False,True,False,False,False
G2N,train,617,False,True,False,False,False
G2N,train,618,True,False,True,False,False
G2N,train,619,True,False,True,False,False
G2N,train,620,True,False,True,False,False
G2N,train,621,True,False,True,False,False
G2N,train,622,True,False,True,False,False
G2N,train,623,True,False,True,False,False
G2N,train,624,True,False,True,False,False
G2N,train,625,True,False,True,False,False
G2N,train,626,True,False,True,False,False
G2N,train,627,True,False,True,False,False
G2N,train,628,False,True,False,False,False
G2N,train,629,False,False,False,False,True
G2N,train,630,False,False,False,False,True
G2N,train,631,False,True,False,False,False
G2N,train,632,False,True,False,False,False
G2N,train,633,True,False,True,False,False
G2N,train,634,True,False,True,False,False
G2N,train,635,True,False,True,False,False
G2N,train,636,False,False,False,False,True
G2N,train,637,True,False,True,False,False
G2N,train,638,True,False,True,False,False
G2N,train,639,True,False,True,False,False
G2N,train,640,True,False,True,False,False
G2N,train,641,True,False,True,False,False
G2N,train,642,True,False,True,False,False
G2N,train,643,True,False,True,False,False
G2N,train,644,True,False,True,False,False
G2N,train,645,False,False,False,False,True
G2N,train,646,True,False,True,False,False
G2N,train,647,False,False,False,False,True
G2N,train,648,False,True,False,False,False
G2N,train,649,True,False,True,False,False
G2N,train,650,True,False,True,False,False
G2N,train,651,True,False,True,False,False
G2N,train,652,False,True,False,False,False
G2N,train,653,True,False,True,False,False
G2N,train,654,True,False,True,False,False
G2N,train,655,True,False,True,False,False
G2N,train,656,False,False,False,False,True
G2N,train,657,True,False,True,False,False
G2N,train,658,False,True,False,False,False
G2N,train,659,True,False,True,False,False
G2N,train,660,True,False,True,False,False
G2N,train,661,False,True,False,False,False
G2N,train,662,True,False,True,False,False
G2N,train,663,True,False,True,False,False
G2N,train,664,True,False,True,False,False
G2N,train,665,False,True,False,False,False
G2N,train,666,False,True,False,False,False
G2N,train,667,False,True,False,False,False
G2N,train,668,True,False,True,False,False
G2N,train,669,True,False,True,False,False
G2N,train,670,False,True,False,False,False
G2N,train,671,True,False,True,False,False
G2N,train,672,False,True,False,False,False
G2N,train,673,False,True,False,False,False
G2N,train,674,False,True,False,False,False
G2N,train,675,True,False,True,False,False
G2N,train,676,False,True,False,False,False
G2N,train,677,False,True,False,False,False
G2N,train,678,True,False,True,False,False
G2N,train,679,True,False,True,False,False
G2N,train,680,False,True,False,False,False
G2N,train,681,True,False,True,False,False
G2N,train,682,True,False,True,False,False
G2N,train,683,False,True,False,False,False
G2N,train,684,True,False,True,False,False
G2N,train,685,False,True,False,False,False
G2N,train,686,True,False,True,False,False
G2N,train,687,True,False,True,False,False
G2N,train,688,False,False,False,False,True
G2N,train,689,False,True,False,False,False
G2N,train,690,False,True,False,False,False
G2N,train,691,False,True,False,False,False
G2N,train,692,True,False,True,False,False
G2N,train,693,True,False,True,False,False
G2N,train,694,True,False,True,False,False
G2N,train,695,False,True,False,False,False
G2N,train,696,True,False,True,False,False
G2N,train,697,True,False,True,False,False
G2N,train,698,True,False,True,False,False
G2N,train,699,True,False,True,False,False
G2N,train,700,False,True,False,False,False
G2N,train,701,True,False,True,False,False
G2N,train,702,True,False,True,False,False
G2N,train,703,True,False,True,False,False
G2N,train,704,True,False,True,False,False
G2N,train,705,False,True,False,False,False
G2N,train,706,True,False,True,False,False
G2N,train,707,True,False,True,False,False
G2N,train,708,True,False,True,False,False
G2N,train,709,True,False,True,False,False
G2N,train,710,False,False,False,False,True
G2N,train,711,True,False,True,False,False
G2N,train,712,False,True,False,False,False
G2N,train,713,True,False,True,False,False
G2N,train,714,True,False,True,False,False
G2N,train,715,False,True,False,False,False
G2N,train,716,True,False,True,False,False
G2N,train,717,True,False,True,False,False
G2N,train,718,True,False,True,False,False
G2N,train,719,True,False,True,False,False
G2N,train,720,False,True,False,False,False
G2N,train,721,True,False,True,False,False
G2N,train,722,False,True,False,False,False
G2N,train,723,False,False,False,False,True
G2N,train,724,True,False,True,False,False
G2N,train,725,True,False,True,False,False
G2N,train,726,False,False,False,False,True
G2N,train,727,False,True,False,False,False
G2N,train,728,True,False,True,False,False
G2N,train,729,True,False,True,False,False
G2N,train,730,False,True,False,False,False
G2N,train,731,True,False,True,False,False
G2N,train,732,True,False,True,False,False
G2N,train,733,True,False,True,False,False
G2N,train,734,False,True,False,False,False
G2N,train,735,False,False,False,False,True
G2N,train,736,True,False,True,False,False
G2N,train,737,False,True,False,False,False
G2N,train,738,False,False,False,False,True
G2N,train,739,True,False,True,False,False
G2N,train,740,True,False,True,False,False
G2N,train,741,True,False,True,False,False
G2N,train,742,False,True,False,False,False
G2N,train,743,True,False,True,False,False
G2N,train,744,True,False,True,False,False
G2N,train,745,False,True,False,False,False
G2N,train,746,True,False,True,False,False
G2N,train,747,True,False,True,False,False
G2N,train,748,False,False,False,False,True
G2N,train,749,True,False,True,False,False
G2N,train,750,False,True,False,False,False
G2N,train,751,True,False,True,False,False
G2N,train,752,False,False,False,False,True
G2N,train,753,True,False,True,False,False
G2N,train,754,True,False,True,False,False
G2N,train,755,True,False,True,False,False
G2W,train,1,False,True,False,False,False
G2W,train,2,False,True,False,False,False
G2W,train,3,False,True,False,False,False
G2W,train,4,False,True,False,False,False
G2W,train,5,False,True,False,False,False
G2W,train,6,False,True,False,False,False
G2W,train,7,True,False,True,False,False
G2W,train,8,True,False,True,False,False
G2W,train,9,False,True,False,False,False
G2W,train,10,False,True,False,False,False
G2W,train,11,False,True,False,False,False
G2W,train,12,False,True,False,False,False
G2W,train,13,False,True,False,False,False
G2W,train,14,False,True,False,False,False
G2W,train,15,False,True,False,False,False
G2W,train,16,False,True,False,False,False
G2W,train,17,False,True,False,False,False
G2W,train,18,False,False,False,False,True
G2W,train,19,False,True,False,False,False
G2W,train,20,False,True,False,False,False
G2W,train,21,False,True,False,False,False
G2W,train,22,False,True,False,False,False
G2W,train,23,True,False,True,False,False
G2W,train,24,True,False,True,False,False
G2W,train,25,True,False,True,False,False
G2W,train,26,True,False,True,False,False
G2W,train,27,True,False,True,False,False
G2W,train,28,False,True,False,False,False
G2W,train,29,True,False,True,False,False
G2W,train,30,False,True,False,False,False
G2W,train,31,False,True,False,False,False
G2W,train,32,False,True,False,False,False
G2W,train,33,True,False,True,False,False
G2W,train,34,False,False,False,False,True
G2W,train,35,False,True,False,False,False
G2W,train,36,True,False,True,False,False
G2W,train,37,False,True,False,False,False
G2W,train,38,False,True,False,False,False
G2W,train,39,True,False,True,False,False
G2W,train,40,False,True,False,False,False
G2W,train,41,True,False,True,False,False
G2W,train,42,False,True,False,False,False
G2W,train,43,False,True,False,False,False
G2W,train,44,False,True,False,False,False
G2W,train,45,False,True,False,False,False
G2W,train,46,False,True,False,False,False
G2W,train,47,True,False,True,False,False
G2W,train,48,False,True,False,False,False
G2W,train,49,False,True,False,False,False
G2W,train,50,False,True,False,False,False
G2W,train,51,False,True,False,False,False
G2W,train,52,True,False,True,False,False
G2W,train,53,True,False,True,False,False
G2W,train,54,True,False,True,False,False
G2W,train,55,True,False,True,False,False
G2W,train,56,True,False,True,False,False
G2W,train,57,False,True,False,False,False
G2W,train,58,True,False,True,False,False
G2W,train,59,False,True,False,False,False
G2W,train,60,True,False,True,False,False
G2W,train,61,True,False,True,False,False
G2W,train,62,False,True,False,False,False
G2W,train,63,True,False,True,False,False
G2W,train,64,True,False,True,False,False
G2W,train,65,False,True,False,False,False
G2W,train,66,False,True,False,False,False
G2W,train,67,False,True,False,False,False
G2W,train,68,False,True,False,False,False
G2W,train,69,False,True,False,False,False
G2W,train,70,False,False,False,False,True
G2W,train,71,True,False,True,False,False
G2W,train,72,True,False,True,False,False
G2W,train,73,False,True,False,False,False
G2W,train,74,True,False,True,False,False
G2W,train,75,True,False,True,False,False
G2W,train,76,False,True,False,False,False
G2W,train,77,True,False,True,False,False
G2W,train,78,True,False,True,False,False
G2W,train,79,False,True,False,False,False
G2W,train,80,True,False,True,False,False
G2W,train,81,True,False,True,False,False
G2W,train,82,False,True,False,False,False
G2W,train,83,False,True,False,False,False
G2W,train,84,True,False,True,False,False
G2W,train,85,False,True,False,False,False
G2W,train,86,True,False,True,False,False
G2W,train,87,False,True,False,False,False
G2W,train,88,False,True,False,False,False
G2W,train,89,False,True,False,False,False
G2W,train,90,False,True,False,False,False
G2W,train,91,True,False,True,False,False
G2W,train,92,False,True,False,False,False
G2W,train,93,False,True,False,False,False
G2W,train,94,True,False,True,False,False
G2W,train,95,True,False,True,False,False
G2W,train,96,False,True,False,False,False
G2W,train,97,True,False,True,False,False
G2W,train,98,False,True,False,False,False
G2W,train,99,True,False,True,False,False
G2W,train,100,True,False,True,False,False
G2W,train,101,False,True,False,False,False
G2W,train,102,False,True,False,False,False
G2W,train,103,True,False,True,False,False
G2W,train,104,True,False,True,False,False
G2W,train,105,False,True,False,False,False
G2W,train,106,False,True,False,False,False
G2W,train,107,True,False,True,False,False
G2W,train,108,True,False,True,False,False
G2W,train,109,False,True,False,False,False
G2W,train,110,True,False,True,False,False
G2W,train,111,False,True,False,False,False
G2W,train,112,False,True,False,False,False
G2W,train,113,False,True,False,False,False
G2W,train,114,False,True,False,False,False
G2W,train,115,False,True,False,False,False
G2W,train,116,False,False,False,False,True
G2W,train,117,False,True,False,False,False
G2W,train,118,False,False,False,False,True
G2W,train,119,False,True,False,False,False
G2W,train,120,True,False,True,False,False
G2W,train,121,True,False,True,False,False
G2W,train,122,False,True,False,False,False
G2W,train,123,True,False,True,False,False
G2W,train,124,False,True,False,False,False
G2W,train,125,True,False,True,False,False
G2W,train,126,True,False,True,False,False
G2W,train,127,False,True,False,False,False
G2W,train,128,False,True,False,False,False
G2W,train,129,True,False,True,False,False
G2W,train,130,False,True,False,False,False
G2W,train,131,False,True,False,False,False
G2W,train,132,False,True,False,False,False
G2W,train,133,False,True,False,False,False
G2W,train,134,False,True,False,False,False
G2W,train,135,True,False,True,False,False
G2W,train,136,False,True,False,False,False
G2W,train,137,False,True,False,False,False
G2W,train,138,True,False,True,False,False
G2W,train,139,True,False,True,False,False
G2W,train,140,True,False,True,False,False
G2W,train,141,False,True,False,False,False
G2W,train,142,True,False,True,False,False
G2W,train,143,False,True,False,False,False
G2W,train,144,False,True,False,False,False
G2W,train,145,False,True,False,False,False
G2W,train,146,False,True,False,False,False
G2W,train,147,True,False,True,False,False
G2W,train,148,False,True,False,False,False
G2W,train,149,True,False,True,False,False
G2W,train,150,True,False,True,False,False
G2W,train,151,True,False,True,False,False
G2W,train,152,False,True,False,False,False
G2W,train,153,False,False,False,False,True
G2W,train,154,False,True,False,False,False
G2W,train,155,False,True,False,False,False
G2W,train,156,True,False,True,False,False
G2W,train,157,False,True,False,False,False
G2W,train,158,True,False,True,False,False
G2W,train,159,False,True,False,False,False
G2W,train,160,False,True,False,False,False
G2W,train,161,False,True,False,False,False
G2W,train,162,False,False,False,False,True
G2W,train,163,False,True,False,False,False
G2W,train,164,True,False,True,False,False
G2W,train,165,False,True,False,False,False
G2W,train,166,True,False,True,False,False
G2W,train,167,True,False,True,False,False
G2W,train,168,True,False,True,False,False
G2W,train,169,True,False,True,False,False
G2W,train,170,False,False,False,False,True
G2W,train,171,True,False,True,False,False
G2W,train,172,True,False,True,False,False
G2W,train,173,True,False,True,False,False
G2W,train,174,False,True,False,False,False
G2W,train,175,True,False,True,False,False
G2W,train,176,True,False,True,False,False
G2W,train,177,True,False,True,False,False
G2W,train,178,False,True,False,False,False
G2W,train,179,False,True,False,False,False
G2W,train,180,True,False,True,False,False
G2W,train,181,True,False,True,False,False
G2W,train,182,True,False,True,False,False
G2W,train,183,False,True,False,False,False
G2W,train,184,True,False,True,False,False
G2W,train,185,False,False,False,False,True
G2W,train,186,True,False,True,False,False
G2W,train,187,True,False,True,False,False
G2W,train,188,True,False,True,False,False
G2W,train,189,False,True,False,False,False
G2W,train,190,True,False,True,False,False
G2W,train,191,True,False,True,False,False
G2W,train,192,False,True,False,False,False
G2W,train,193,True,False,True,False,False
G2W,train,194,True,False,True,False,False
G2W,train,195,False,True,False,False,False
G2W,train,196,False,True,False,False,False
G2W,train,197,False,True,False,False,False
G2W,train,198,True,False,True,False,False
G2W,train,199,True,False,True,False,False
G2W,train,200,True,False,True,False,False
G2W,train,201,False,True,False,False,False
G2W,train,202,True,False,True,False,False
G2W,train,203,False,True,False,False,False
G2W,train,204,False,True,False,False,False
G2W,train,205,True,False,True,False,False
G2W,train,206,True,False,True,False,False
G2W,train,207,True,False,True,False,False
G2W,train,208,True,False,True,False,False
G2W,train,209,False,True,False,False,False
G2W,train,210,True,False,True,False,False
G2W,train,211,True,False,True,False,False
G2W,train,212,False,True,False,False,False
G2W,train,213,False,True,False,False,False
G2W,train,214,False,True,False,False,False
G2W,train,215,True,False,True,False,False
G2W,train,216,True,False,True,False,False
G2W,train,217,True,False,True,False,False
G2W,train,218,True,False,True,False,False
G2W,train,219,True,False,True,False,False
G2W,train,220,True,False,True,False,False
G2W,train,221,False,True,False,False,False
G2W,train,222,False,True,False,False,False
G2W,train,223,True,False,True,False,False
G2W,train,224,False,True,False,False,False
G2W,train,225,False,True,False,False,False
G2W,train,226,True,False,True,False,False
G2W,train,227,True,False,True,False,False
G2W,train,228,True,False,True,False,False
G2W,train,229,True,False,True,False,False
G2W,train,230,True,False,True,False,False
G2W,train,231,False,True,False,False,False
G2W,train,232,False,True,False,False,False
G2W,train,233,True,False,True,False,False
G2W,train,234,False,True,False,False,False
G2W,train,235,True,False,True,False,False
G2W,train,236,False,True,False,False,False
G2W,train,237,True,False,True,False,False
G2W,train,238,False,True,False,False,False
G2W,train,239,True,False,True,False,False
G2W,train,240,True,False,True,False,False
G2W,train,241,True,False,True,False,False
G2W,train,242,False,True,False,False,False
G2W,train,243,True,False,True,False,False
G2W,train,244,False,True,False,False,False
G2W,train,245,True,False,True,False,False
G2W,train,246,False,False,False,False,True
G2W,train,247,True,False,True,False,False
G2W,train,248,False,True,False,False,False
G2W,train,249,False,True,False,False,False
G2W,train,250,False,True,False,False,False
G2W,train,251,False,True,False,False,False
G2W,train,252,False,True,False,False,False
G2W,train,253,True,False,True,False,False
G2W,train,254,True,False,True,False,False
G2W,train,255,True,False,True,False,False
G2W,train,256,True,False,True,False,False
G2W,train,257,False,True,False,False,False
G2W,train,258,False,True,False,False,False
G2W,train,259,True,False,True,False,False
G2W,train,260,True,False,True,False,False
G2W,train,261,True,False,True,False,False
G2W,train,262,False,True,False,False,False
G2W,train,263,False,True,False,False,False
G2W,train,264,True,False,True,False,False
G2W,train,265,False,True,False,False,False
G2W,train,266,True,False,True,False,False
G2W,train,267,False,False,False,False,True
G2W,train,268,False,True,False,False,False
G2W,train,269,True,False,True,False,False
G2W,train,270,True,False,True,False,False
G2W,train,271,True,False,True,False,False
G2W,train,272,False,True,False,False,False
G2W,train,273,False,True,False,False,False
G2W,train,274,False,True,False,False,False
G2W,train,275,False,True,False,False,False
G2W,train,276,False,True,False,False,False
G2W,train,277,False,True,False,False,False
G2W,train,278,False,True,False,False,False
G2W,train,279,True,False,True,False,False
G2W,train,280,True,False,True,False,False
G2W,train,281,False,True,False,False,False
G2W,train,282,False,True,False,False,False
G2W,train,283,True,False,True,False,False
G2W,train,284,True,False,True,False,False
G2W,train,285,True,False,True,False,False
G2W,train,286,False,False,False,False,True
G2W,train,287,False,False,False,False,True
G2W,train,288,True,False,True,False,False
G2W,train,289,True,False,True,False,False
G2W,train,290,False,True,False,False,False
G2W,train,291,False,True,False,False,False
G2W,train,292,False,True,False,False,False
G2W,train,293,False,True,False,False,False
G2W,train,294,True,False,True,False,False
G2W,train,295,False,True,False,False,False
G2W,train,296,True,False,True,False,False
G2W,train,297,True,False,True,False,False
G2W,train,298,True,False,True,False,False
G2W,train,299,True,False,True,False,False
G2W,train,300,False,True,False,False,False
G2W,train,301,True,False,True,False,False
G2W,train,302,False,True,False,False,False
G2W,train,303,True,False,True,False,False
G2W,train,304,False,True,False,False,False
G2W,train,305,True,False,True,False,False
G2W,train,306,False,True,False,False,False
G2W,train,307,True,False,True,False,False
G2W,train,308,True,False,True,False,False
G2W,train,309,True,False,True,False,False
G2W,train,310,True,False,True,False,False
G2W,train,311,True,False,True,False,False
G2W,train,312,True,False,True,False,False
G2W,train,313,False,True,False,False,False
G2W,train,314,True,False,True,False,False
G2W,train,315,False,False,False,False,True
G2W,train,316,True,False,True,False,False
G2W,train,317,True,False,True,False,False
G2W,train,318,False,True,False,False,False
G2W,train,319,True,False,True,False,False
G2W,train,320,True,False,True,False,False
G2W,train,321,True,False,True,False,False
G2W,train,322,True,False,True,False,False
G2W,train,323,False,True,False,False,False
G2W,train,324,True,False,True,False,False
G2W,train,325,False,False,False,False,True
G2W,train,326,True,False,True,False,False
G2W,train,327,True,False,True,False,False
G2W,train,328,False,False,False,False,True
G2W,train,329,False,True,False,False,False
G2W,train,330,True,False,True,False,False
G2W,train,331,True,False,True,False,False
G2W,train,332,True,False,True,False,False
G2W,train,333,False,True,False,False,False
G2W,train,334,True,False,True,False,False
G2W,train,335,False,True,False,False,False
G2W,train,336,True,False,True,False,False
G2W,train,337,True,False,True,False,False
G2W,train,338,True,False,True,False,False
G2W,train,339,True,False,True,False,False
G2W,train,340,True,False,True,False,False
G2W,train,341,False,True,False,False,False
G2W,train,342,True,False,True,False,False
G2W,train,343,False,True,False,False,False
G2W,train,344,True,False,True,False,False
G2W,train,345,True,False,True,False,False
G2W,train,346,False,True,False,False,False
G2W,train,347,False,True,False,False,False
G2W,train,348,True,False,True,False,False
G2W,train,349,True,False,True,False,False
G2W,train,350,True,False,True,False,False
G2W,train,351,True,False,True,False,False
G2W,train,352,False,True,False,False,False
G2W,train,353,False,False,False,False,True
G2W,train,354,True,False,True,False,False
